2026/07/17 01:00:26.266, 1, 0
2026/07/17 01:00:26.370, 1, 0
2026/07/17 01:00:26.470, 1, 0
2026/07/17 01:00:26.571, 1, 0
2026/07/17 01:00:26.671, 1, 0
2026/07/17 01:00:26.771, 1, 0
2026/07/17 01:00:26.871, 1, 0
2026/07/17 01:00:26.971, 1, 0
2026/07/17 01:00:27.071, 1, 0
2026/07/17 01:00:27.171, 1, 0
2026/07/17 01:00:27.272, 1, 0
2026/07/17 01:00:27.372, 1, 0
2026/07/17 01:00:27.472, 1, 0
2026/07/17 01:00:27.572, 1, 0
2026/07/17 01:00:27.672, 1, 0
2026/07/17 01:00:27.772, 1, 0
2026/07/17 01:00:27.872, 1, 0
2026/07/17 01:00:27.973, 1, 0
2026/07/17 01:00:28.073, 1, 0
2026/07/17 01:00:28.173, 1, 0
2026/07/17 01:00:28.273, 1, 0
2026/07/17 01:00:28.373, 1, 0
2026/07/17 01:00:28.473, 1, 0
2026/07/17 01:00:28.573, 1, 0
2026/07/17 01:00:28.673, 1, 0
2026/07/17 01:00:28.774, 1, 0
2026/07/17 01:00:28.874, 1, 0
2026/07/17 01:00:28.974, 1, 0
2026/07/17 01:00:29.074, 1, 0
2026/07/17 01:00:29.174, 1, 0
2026/07/17 01:00:29.274, 1, 0
2026/07/17 01:00:29.374, 1, 0
2026/07/17 01:00:29.475, 1, 0
2026/07/17 01:00:29.575, 1, 0
2026/07/17 01:00:29.675, 1, 0
2026/07/17 01:00:29.775, 1, 0
2026/07/17 01:00:29.875, 4, 0
2026/07/17 01:00:29.975, 24, 0
2026/07/17 01:00:30.075, 264, 0
2026/07/17 01:00:30.175, 264, 0
2026/07/17 01:00:30.276, 264, 0
2026/07/17 01:00:30.376, 264, 0
2026/07/17 01:00:30.476, 264, 0
2026/07/17 01:00:30.576, 264, 0
2026/07/17 01:00:30.676, 264, 0
2026/07/17 01:00:30.776, 264, 0
2026/07/17 01:00:30.876, 264, 0
2026/07/17 01:00:30.976, 264, 0
2026/07/17 01:00:31.076, 264, 0
2026/07/17 01:00:31.177, 264, 0
2026/07/17 01:00:31.277, 264, 0
2026/07/17 01:00:31.377, 264, 0
2026/07/17 01:00:31.477, 264, 0
2026/07/17 01:00:31.577, 264, 0
2026/07/17 01:00:31.677, 264, 0
2026/07/17 01:00:31.777, 264, 0
2026/07/17 01:00:31.877, 264, 0
2026/07/17 01:00:31.977, 264, 0
2026/07/17 01:00:32.077, 264, 0
2026/07/17 01:00:32.177, 264, 0
2026/07/17 01:00:32.277, 264, 0
2026/07/17 01:00:32.378, 264, 0
2026/07/17 01:00:32.478, 264, 0
2026/07/17 01:00:32.578, 264, 0
2026/07/17 01:00:32.678, 264, 0
2026/07/17 01:00:32.778, 264, 0
2026/07/17 01:00:32.878, 264, 0
2026/07/17 01:00:32.978, 264, 0
2026/07/17 01:00:33.078, 264, 0
2026/07/17 01:00:33.178, 264, 0
2026/07/17 01:00:33.279, 264, 0
2026/07/17 01:00:33.379, 264, 0
2026/07/17 01:00:33.479, 264, 0
2026/07/17 01:00:33.579, 264, 0
2026/07/17 01:00:33.679, 264, 0
2026/07/17 01:00:33.779, 264, 0
2026/07/17 01:00:33.879, 264, 0
2026/07/17 01:00:33.979, 264, 0
2026/07/17 01:00:34.079, 264, 0
2026/07/17 01:00:34.179, 264, 0
2026/07/17 01:00:34.279, 264, 0
2026/07/17 01:00:34.380, 264, 0
2026/07/17 01:00:34.480, 264, 0
2026/07/17 01:00:34.580, 264, 0
2026/07/17 01:00:34.680, 264, 0
2026/07/17 01:00:34.780, 264, 0
2026/07/17 01:00:34.880, 264, 0
2026/07/17 01:00:34.980, 264, 0
2026/07/17 01:00:35.080, 264, 0
2026/07/17 01:00:35.180, 264, 0
2026/07/17 01:00:35.281, 264, 0
2026/07/17 01:00:35.381, 264, 0
2026/07/17 01:00:35.481, 264, 0
2026/07/17 01:00:35.581, 264, 0
2026/07/17 01:00:35.681, 264, 0
2026/07/17 01:00:35.781, 264, 0
2026/07/17 01:00:35.881, 264, 0
2026/07/17 01:00:35.981, 264, 0
2026/07/17 01:00:36.081, 264, 0
2026/07/17 01:00:36.182, 264, 0
2026/07/17 01:00:36.282, 264, 0
2026/07/17 01:00:36.382, 264, 0
2026/07/17 01:00:36.482, 264, 0
2026/07/17 01:00:36.582, 264, 0
2026/07/17 01:00:36.682, 264, 0
2026/07/17 01:00:36.782, 264, 0
2026/07/17 01:00:36.882, 264, 0
2026/07/17 01:00:36.982, 264, 0
2026/07/17 01:00:37.082, 264, 0
2026/07/17 01:00:37.183, 264, 0
2026/07/17 01:00:37.283, 264, 0
2026/07/17 01:00:37.383, 264, 0
2026/07/17 01:00:37.483, 264, 0
2026/07/17 01:00:37.583, 264, 0
2026/07/17 01:00:37.683, 264, 0
2026/07/17 01:00:37.783, 264, 0
2026/07/17 01:00:37.883, 264, 0
2026/07/17 01:00:37.983, 264, 0
2026/07/17 01:00:38.083, 264, 0
2026/07/17 01:00:38.183, 264, 0
2026/07/17 01:00:38.283, 264, 0
2026/07/17 01:00:38.384, 264, 0
2026/07/17 01:00:38.484, 264, 0
2026/07/17 01:00:38.584, 264, 0
2026/07/17 01:00:38.684, 264, 0
2026/07/17 01:00:38.784, 264, 0
2026/07/17 01:00:38.884, 264, 0
2026/07/17 01:00:38.984, 264, 0
2026/07/17 01:00:39.084, 264, 0
2026/07/17 01:00:39.184, 264, 0
2026/07/17 01:00:39.284, 264, 0
2026/07/17 01:00:39.385, 264, 0
2026/07/17 01:00:39.485, 264, 0
2026/07/17 01:00:39.585, 264, 0
2026/07/17 01:00:39.685, 264, 0
